date,lat,lon,temperature,precipitation,humidity,timestamp,et_fao_56,soil_temp_0_7cm,soil_moisture_0_to_7cm
2025-10-27,8.0,75.0,28.0,6.2,78.25,,,,
2025-10-27,8.0,77.0,27.516666666666666,2.8,79.83333333333333,,,,
2025-10-27,8.0,79.0,28.27916666666667,0.0,79.83333333333333,,,,
2025-10-27,10.0,75.0,26.866666666666664,40.3,83.75,,,,
2025-10-27,10.0,77.0,20.7625,22.0,94.95833333333333,,,,
2025-10-27,10.0,79.0,26.883333333333336,0.5,82.91666666666667,,,,
2025-10-27,12.0,75.0,26.037499999999998,45.1,86.29166666666667,,,,
2025-10-27,12.0,77.0,22.329166666666666,3.3,81.58333333333333,,,,
2025-10-27,12.0,79.0,25.474999999999998,4.5,86.66666666666667,,,,
2025-10-27,14.0,75.0,22.229166666666668,15.4,95.5,,,,
2025-10-27,14.0,77.0,23.458333333333332,5.800000000000001,86.5,,,,
2025-10-27,23.0,78.0,24.15416666666667,4.5,89.20833333333333,,,,
2025-10-27,23.0,80.0,24.71666666666667,0.4,79.375,,,,
2025-10-27,23.0,82.0,24.516666666666666,0.3,81.08333333333333,,,,
2025-10-27,23.0,84.0,22.21666666666667,0.9,80.25,,,,
2025-10-27,23.0,86.0,26.791666666666668,0.1,79.0,,,,
2025-10-27,23.0,88.0,27.483333333333334,0.0,78.95833333333333,,,,
2025-10-27,23.0,90.0,28.46666666666667,0.0,73.54166666666667,,,,
2025-10-27,23.0,92.0,28.275000000000002,0.1,77.54166666666667,,,,
2025-10-27,23.0,94.0,28.03333333333333,0.0,65.29166666666667,,,,
2025-10-27,23.0,96.0,28.616666666666664,0.0,62.666666666666664,,,,
2025-10-27,23.0,98.0,22.245833333333334,0.6000000000000001,76.95833333333333,,,,
2025-10-27,25.0,78.0,21.770833333333332,10.7,95.375,,,,
2025-10-27,25.0,80.0,24.1125,18.3,90.16666666666667,,,,
2025-10-27,25.0,82.0,25.287499999999998,2.9000000000000004,87.58333333333333,,,,
2025-10-27,25.0,84.0,26.179166666666664,0.30000000000000004,77.5,,,,
2025-10-27,25.0,86.0,27.066666666666666,0.0,69.83333333333333,,,,
2025-10-27,25.0,88.0,27.55,0.4,78.125,,,,
2025-10-27,25.0,90.0,27.59166666666667,0.0,71.79166666666667,,,,
2025-10-27,25.0,92.0,27.445833333333336,0.0,72.54166666666667,,,,
2025-10-27,25.0,94.0,21.625,0.3,77.75,,,,
2025-10-27,25.0,96.0,24.537499999999998,0.0,74.83333333333333,,,,
2025-10-27,25.0,98.0,12.708333333333334,0.0,61.416666666666664,,,,
2025-10-27,27.0,78.0,22.683333333333334,5.8,70.75,,,,
2025-10-27,27.0,80.0,22.912499999999998,2.1,72.0,,,,
2025-10-27,27.0,82.0,24.375,0.1,71.375,,,,
2025-10-27,27.0,84.0,24.770833333333332,0.0,82.33333333333333,,,,
2025-10-27,27.0,86.0,24.729166666666668,0.0,62.5,,,,
2025-10-27,27.0,88.0,14.283333333333333,0.5,83.41666666666667,,,,
2025-10-27,27.0,90.0,12.325000000000001,2.4,82.83333333333333,,,,
2025-10-27,27.0,92.0,17.370833333333334,0.4,84.20833333333333,,,,
2025-10-27,27.0,94.0,24.9875,0.0,72.75,,,,
2025-10-27,27.0,96.0,17.8625,1.9,78.91666666666667,,,,
2025-10-27,27.0,98.0,16.845833333333335,0.30000000000000004,75.04166666666667,,,,
2025-10-27,29.0,78.0,22.016666666666666,0.0,68.58333333333333,,,,
2025-10-27,29.0,80.0,21.075,0.0,63.958333333333336,,,,
2025-10-27,29.0,82.0,5.991666666666667,1.2,67.625,,,,
2025-10-27,29.0,84.0,1.3291666666666666,1.8,27.041666666666668,,,,
2025-10-27,29.0,86.0,-1.5416666666666667,0.30000000000000004,47.375,,,,
2025-10-27,29.0,88.0,-2.3000000000000003,0.0,32.041666666666664,,,,
2025-10-27,29.0,90.0,-4.8,0.0,47.375,,,,
2025-10-27,29.0,92.0,-4.6000000000000005,0.0,38.875,,,,
2025-10-27,29.0,94.0,-2.983333333333333,0.0,83.16666666666667,,,,
2025-10-27,29.0,96.0,1.8499999999999999,1.3,81.29166666666667,,,,
2025-10-27,29.0,98.0,0.16666666666666666,0.0,50.166666666666664,,,,
2025-10-27,31.0,72.0,23.7,0.0,61.625,,,,
2025-10-27,31.0,74.0,22.724999999999998,0.0,69.04166666666667,,,,
2025-10-27,31.0,76.0,21.666666666666668,0.0,71.45833333333333,,,,
2025-10-27,31.0,78.0,13.362499999999999,0.0,54.958333333333336,,,,
2025-10-27,31.0,80.0,-3.454166666666667,0.0,35.416666666666664,,,,
2025-10-27,31.0,82.0,-4.8625,0.0,33.041666666666664,,,,
2025-10-27,31.0,84.0,0.1666666666666666,0.0,15.958333333333334,,,,
2025-10-27,31.0,88.0,-1.6083333333333334,0.0,15.541666666666666,,,,
2025-10-27,31.0,90.0,-1.0,0.0,36.25,,,,
2025-10-27,31.0,92.0,-4.158333333333333,0.0,26.041666666666668,,,,
2025-10-27,31.0,94.0,-11.083333333333334,0.0,68.41666666666667,,,,
2025-10-27,31.0,96.0,-10.0625,0.0,74.375,,,,
2025-10-27,31.0,98.0,-4.991666666666666,0.30000000000000004,64.5,,,,
2025-10-27,33.0,72.0,22.816666666666666,0.0,57.416666666666664,,,,
2025-10-27,33.0,74.0,22.579166666666666,0.0,56.708333333333336,,,,
2025-10-27,33.0,76.0,6.045833333333333,1.3,50.333333333333336,,,,
2025-10-27,33.0,78.0,-9.416666666666666,0.0,45.708333333333336,,,,
2025-10-27,33.0,80.0,-13.079166666666667,0.0,30.791666666666668,,,,
2025-10-27,33.0,82.0,-2.4875000000000003,0.0,16.333333333333332,,,,
2025-10-27,33.0,84.0,-1.2666666666666666,0.0,32.541666666666664,,,,
2025-10-27,33.0,86.0,-4.204166666666667,0.0,36.583333333333336,,,,
2025-10-27,33.0,88.0,-5.229166666666667,0.0,23.791666666666668,,,,
2025-10-27,33.0,90.0,-5.129166666666666,0.0,28.833333333333332,,,,
2025-10-27,33.0,92.0,-5.7749999999999995,0.0,29.375,,,,
2025-10-27,33.0,94.0,-4.004166666666666,0.0,37.708333333333336,,,,
2025-10-27,33.0,96.0,-5.658333333333334,0.0,41.583333333333336,,,,
2025-10-27,33.0,98.0,-5.575,0.0,63.916666666666664,,,,
2025-10-27,35.0,72.0,13.75,0.0,51.916666666666664,,,,
2025-10-27,35.0,74.0,-2.1750000000000003,0.0,64.33333333333333,,,,
2025-10-27,35.0,76.0,-5.795833333333333,0.1,51.458333333333336,,,,
2025-10-27,35.0,78.0,-11.529166666666667,0.2,73.25,,,,
2025-10-27,35.0,80.0,-7.520833333333333,0.0,30.041666666666668,,,,
2025-10-27,35.0,82.0,-7.5874999999999995,0.0,41.625,,,,
2025-10-27,35.0,84.0,-7.741666666666667,0.0,28.5,,,,
2025-10-27,35.0,86.0,-6.845833333333334,0.0,19.958333333333332,,,,
2025-10-27,35.0,88.0,-6.954166666666667,0.0,21.541666666666668,,,,
2025-10-27,35.0,90.0,-6.1625000000000005,0.0,22.666666666666668,,,,
2025-10-27,35.0,92.0,-7.041666666666667,0.0,31.208333333333332,,,,
2025-10-27,35.0,94.0,-7.154166666666666,0.0,37.791666666666664,,,,
2025-10-27,35.0,96.0,-4.883333333333334,0.0,38.5,,,,
2025-10-27,35.0,98.0,-2.8208333333333333,0.5,37.0,,,,
2025-10-27,37.0,72.0,-14.1,0.2,65.54166666666667,,,,
2025-10-27,37.0,74.0,-14.295833333333334,1.1,86.66666666666667,,,,
2025-10-27,37.0,78.0,-4.3,0.0,45.958333333333336,,,,
2025-10-27,37.0,80.0,11.975,0.0,30.125,,,,
2025-10-27,37.0,82.0,10.616666666666667,0.0,28.416666666666668,,,,
2025-10-27,37.0,84.0,7.954166666666667,0.0,17.666666666666668,,,,
2025-10-27,37.0,86.0,-8.820833333333333,0.0,27.333333333333332,,,,
2025-10-27,37.0,88.0,-6.233333333333333,0.0,19.0,,,,
2025-10-27,37.0,90.0,-3.5999999999999996,0.0,19.666666666666668,,,,
2025-10-27,37.0,92.0,-1.8375000000000001,0.0,23.791666666666668,,,,
2025-10-27,37.0,94.0,3.3375,0.0,30.458333333333332,,,,
2025-10-27,37.0,96.0,4.079166666666667,0.0,19.291666666666668,,,,
2025-10-27,37.0,98.0,2.4125,0.0,35.458333333333336,,,,
2025-10-28,8.0,75.0,28.191666666666666,3.3,77.79166666666667,,,,
2025-10-28,8.0,77.0,27.625,5.4,81.33333333333333,,,,
2025-10-28,8.0,79.0,27.912499999999998,0.1,84.04166666666667,,,,
2025-10-28,10.0,75.0,28.4375,4.3,77.66666666666667,,,,
2025-10-28,10.0,77.0,21.037499999999998,12.7,96.70833333333333,,,,
2025-10-28,10.0,79.0,28.070833333333336,1.1,75.08333333333333,,,,
2025-10-28,12.0,75.0,26.729166666666668,7.3999999999999995,84.125,,,,
2025-10-28,12.0,77.0,23.295833333333334,5.1,77.45833333333333,,,,
2025-10-28,12.0,79.0,26.008333333333336,6.7,81.70833333333333,,,,
2025-10-28,14.0,75.0,22.804166666666664,1.0,91.54166666666667,,,,
2025-10-28,14.0,77.0,23.6125,3.2,81.41666666666667,,,,
2025-10-28,23.0,78.0,24.604166666666668,0.2,83.5,,,,
2025-10-28,23.0,80.0,24.45,0.30000000000000004,82.58333333333333,,,,
2025-10-28,23.0,82.0,24.34166666666667,0.9,80.83333333333333,,,,
2025-10-28,23.0,84.0,21.78333333333333,0.6000000000000001,88.25,,,,
2025-10-28,23.0,86.0,26.370833333333334,6.1,84.20833333333333,,,,
2025-10-28,23.0,88.0,28.02916666666667,0.6000000000000001,77.33333333333333,,,,
2025-10-28,23.0,90.0,28.120833333333334,0.1,78.5,,,,
2025-10-28,23.0,92.0,28.295833333333334,1.2,79.91666666666667,,,,
2025-10-28,23.0,94.0,28.604166666666668,1.9000000000000001,66.04166666666667,,,,
2025-10-28,23.0,96.0,28.495833333333334,0.0,65.25,,,,
2025-10-28,23.0,98.0,22.650000000000002,1.1,77.58333333333333,,,,
2025-10-28,25.0,78.0,20.370833333333334,8.0,92.41666666666667,,,,
2025-10-28,25.0,80.0,24.541666666666668,1.3,82.25,,,,
2025-10-28,25.0,82.0,24.8125,0.4,82.33333333333333,,,,
2025-10-28,25.0,84.0,25.3,3.6,88.58333333333333,,,,
2025-10-28,25.0,86.0,27.40833333333333,1.4,74.45833333333333,,,,
2025-10-28,25.0,88.0,27.525000000000002,0.2,76.79166666666667,,,,
2025-10-28,25.0,90.0,27.150000000000002,0.0,80.45833333333333,,,,
2025-10-28,25.0,92.0,27.78333333333333,0.0,75.375,,,,
2025-10-28,25.0,94.0,22.370833333333334,0.2,76.875,,,,
2025-10-28,25.0,96.0,24.758333333333336,0.1,74.625,,,,
2025-10-28,25.0,98.0,13.262500000000001,0.0,64.375,,,,
2025-10-28,27.0,78.0,20.537499999999998,12.2,92.16666666666667,,,,
2025-10-28,27.0,80.0,20.825,34.8,90.0,,,,
2025-10-28,27.0,82.0,22.425,2.6,79.375,,,,
2025-10-28,27.0,84.0,23.65416666666667,0.8,81.41666666666667,,,,
2025-10-28,27.0,86.0,24.6875,0.4,68.58333333333333,,,,
2025-10-28,27.0,88.0,14.6625,0.4,80.70833333333333,,,,
2025-10-28,27.0,90.0,12.941666666666668,0.30000000000000004,81.08333333333333,,,,
2025-10-28,27.0,92.0,17.675,0.0,79.91666666666667,,,,
2025-10-28,27.0,94.0,25.366666666666664,0.0,72.41666666666667,,,,
2025-10-28,27.0,96.0,17.691666666666666,2.1999999999999997,83.33333333333333,,,,
2025-10-28,27.0,98.0,17.033333333333335,0.2,76.29166666666667,,,,
2025-10-28,29.0,78.0,21.954166666666666,0.5,79.5,,,,
2025-10-28,29.0,80.0,21.454166666666666,0.30000000000000004,73.58333333333333,,,,
2025-10-28,29.0,82.0,4.529166666666667,12.1,99.0,,,,
2025-10-28,29.0,84.0,-0.37916666666666665,11.9,75.375,,,,
2025-10-28,29.0,86.0,-1.0708333333333333,2.5,76.58333333333333,,,,
2025-10-28,29.0,88.0,-0.24583333333333326,0.0,51.875,,,,
2025-10-28,29.0,90.0,-4.079166666666667,1.3,76.16666666666667,,,,
2025-10-28,29.0,92.0,-3.3166666666666664,2.3000000000000003,60.666666666666664,,,,
2025-10-28,29.0,94.0,-2.9625,0.6000000000000001,92.125,,,,
2025-10-28,29.0,96.0,2.2958333333333334,1.0,85.45833333333333,,,,
2025-10-28,29.0,98.0,0.07500000000000001,0.0,57.541666666666664,,,,
2025-10-28,31.0,72.0,23.929166666666664,0.0,62.791666666666664,,,,
2025-10-28,31.0,74.0,23.016666666666666,0.0,69.91666666666667,,,,
2025-10-28,31.0,76.0,22.175,0.0,72.5,,,,
2025-10-28,31.0,78.0,12.841666666666667,0.0,63.75,,,,
2025-10-28,31.0,80.0,-3.9916666666666667,0.0,43.0,,,,
2025-10-28,31.0,82.0,-4.625,1.5,55.416666666666664,,,,
2025-10-28,31.0,84.0,1.7833333333333332,1.7000000000000002,42.708333333333336,,,,
2025-10-28,31.0,88.0,-1.3458333333333332,7.5,55.916666666666664,,,,
2025-10-28,31.0,90.0,0.8208333333333333,3.7,51.708333333333336,,,,
2025-10-28,31.0,92.0,-1.0999999999999999,5.3,48.666666666666664,,,,
2025-10-28,31.0,94.0,-7.8125,5.4,91.16666666666667,,,,
2025-10-28,31.0,96.0,-7.8500000000000005,0.2,75.33333333333333,,,,
2025-10-28,31.0,98.0,-1.8875000000000002,0.0,49.625,,,,
2025-10-28,33.0,72.0,22.7625,0.0,58.375,,,,
2025-10-28,33.0,74.0,22.545833333333334,0.0,62.416666666666664,,,,
2025-10-28,33.0,76.0,5.541666666666667,0.0,45.458333333333336,,,,
2025-10-28,33.0,78.0,-9.754166666666666,0.0,50.666666666666664,,,,
2025-10-28,33.0,80.0,-14.612499999999999,0.0,35.125,,,,
2025-10-28,33.0,82.0,-3.158333333333333,0.0,13.541666666666666,,,,
2025-10-28,33.0,84.0,-1.5916666666666668,0.0,34.375,,,,
2025-10-28,33.0,86.0,-3.4125,0.0,30.75,,,,
2025-10-28,33.0,88.0,-3.983333333333333,0.1,32.875,,,,
2025-10-28,33.0,90.0,-2.845833333333333,0.0,29.583333333333332,,,,
2025-10-28,33.0,92.0,-4.0625,0.9,41.375,,,,
2025-10-28,33.0,94.0,-2.1083333333333334,0.4,44.125,,,,
2025-10-28,33.0,96.0,-4.645833333333333,2.3,53.625,,,,
2025-10-28,33.0,98.0,-1.6458333333333333,0.9,56.916666666666664,,,,
2025-10-28,35.0,72.0,13.866666666666667,0.0,51.541666666666664,,,,
2025-10-28,35.0,74.0,-1.8499999999999999,0.0,59.666666666666664,,,,
2025-10-28,35.0,76.0,-6.2124999999999995,0.0,52.541666666666664,,,,
2025-10-28,35.0,78.0,-11.570833333333333,0.2,75.16666666666667,,,,
2025-10-28,35.0,80.0,-7.733333333333333,0.0,26.791666666666668,,,,
2025-10-28,35.0,82.0,-8.541666666666666,0.1,39.041666666666664,,,,
2025-10-28,35.0,84.0,-8.325,0.0,23.958333333333332,,,,
2025-10-28,35.0,86.0,-8.058333333333334,0.0,22.083333333333332,,,,
2025-10-28,35.0,88.0,-7.270833333333333,0.0,21.416666666666668,,,,
2025-10-28,35.0,90.0,-6.329166666666667,0.0,27.291666666666668,,,,
2025-10-28,35.0,92.0,-5.804166666666667,0.0,32.25,,,,
2025-10-28,35.0,94.0,-5.55,0.0,29.458333333333332,,,,
2025-10-28,35.0,96.0,-4.008333333333334,0.0,31.958333333333332,,,,
2025-10-28,35.0,98.0,-2.470833333333333,0.0,40.125,,,,
2025-10-28,37.0,72.0,-14.020833333333334,1.6,71.08333333333333,,,,
2025-10-28,37.0,74.0,-14.9,0.1,83.5,,,,
2025-10-28,37.0,78.0,-3.779166666666667,0.0,42.833333333333336,,,,
2025-10-28,37.0,80.0,13.012500000000001,0.0,26.583333333333332,,,,
2025-10-28,37.0,82.0,12.170833333333334,0.0,25.375,,,,
2025-10-28,37.0,84.0,8.879166666666666,0.0,17.25,,,,
2025-10-28,37.0,86.0,-9.3125,0.0,38.541666666666664,,,,
2025-10-28,37.0,88.0,-5.608333333333333,0.0,25.75,,,,
2025-10-28,37.0,90.0,-2.8041666666666667,0.0,26.5,,,,
2025-10-28,37.0,92.0,-1.0291666666666666,0.0,27.833333333333332,,,,
2025-10-28,37.0,94.0,3.920833333333333,0.0,27.208333333333332,,,,
2025-10-28,37.0,96.0,5.079166666666667,0.0,18.083333333333332,,,,
2025-10-28,37.0,98.0,3.658333333333333,0.0,33.625,,,,
