date,lat,lon,temperature,precipitation,humidity,timestamp,et_fao_56,soil_temp_0_7cm,soil_moisture_0_to_7cm
2025-10-20,8.0,75.0,26.770833333333332,15.799999999999999,82.33333333333333,,,,
2025-10-20,8.0,77.0,26.416666666666668,22.7,83.5,,,,
2025-10-20,8.0,79.0,26.695833333333336,13.0,81.70833333333333,,,,
2025-10-20,10.0,75.0,27.599999999999998,6.0,80.25,,,,
2025-10-20,10.0,77.0,21.9875,32.4,94.08333333333333,,,,
2025-10-20,10.0,79.0,25.425,30.5,90.16666666666667,,,,
2025-10-20,12.0,75.0,27.195833333333336,4.7,83.20833333333333,,,,
2025-10-20,12.0,77.0,24.445833333333336,0.0,77.79166666666667,,,,
2025-10-20,12.0,79.0,24.84166666666667,18.8,91.45833333333333,,,,
2025-10-20,14.0,75.0,24.504166666666666,0.30000000000000004,85.08333333333333,,,,
2025-10-20,14.0,77.0,24.90833333333333,6.8,78.04166666666667,,,,
2025-10-20,14.0,79.0,25.504166666666666,2.0,85.41666666666667,,,,
2025-10-20,23.0,78.0,24.925,0.0,62.625,,,,
2025-10-20,23.0,80.0,24.383333333333336,0.0,68.29166666666667,,,,
2025-10-20,23.0,82.0,23.495833333333334,1.0,76.91666666666667,,,,
2025-10-20,23.0,84.0,22.21666666666667,0.8,77.125,,,,
2025-10-20,23.0,86.0,26.9875,0.0,73.70833333333333,,,,
2025-10-20,23.0,88.0,27.854166666666668,0.0,74.45833333333333,,,,
2025-10-20,23.0,90.0,28.641666666666666,0.0,73.29166666666667,,,,
2025-10-20,23.0,92.0,27.670833333333334,1.6,87.66666666666667,,,,
2025-10-20,23.0,94.0,27.758333333333336,0.2,65.20833333333333,,,,
2025-10-20,23.0,96.0,26.758333333333336,1.2,82.66666666666667,,,,
2025-10-20,23.0,98.0,21.820833333333336,4.8999999999999995,87.04166666666667,,,,
2025-10-20,25.0,78.0,24.27916666666667,0.0,57.458333333333336,,,,
2025-10-20,25.0,80.0,26.304166666666664,0.0,59.458333333333336,,,,
2025-10-20,25.0,82.0,25.516666666666666,0.0,76.16666666666667,,,,
2025-10-20,25.0,84.0,26.40416666666667,0.0,79.08333333333333,,,,
2025-10-20,25.0,86.0,28.070833333333336,0.0,66.875,,,,
2025-10-20,25.0,88.0,28.708333333333332,0.0,74.75,,,,
2025-10-20,25.0,90.0,28.1875,0.0,70.91666666666667,,,,
2025-10-20,25.0,92.0,27.754166666666666,0.0,75.75,,,,
2025-10-20,25.0,94.0,21.6125,0.5,81.08333333333333,,,,
2025-10-20,25.0,96.0,24.858333333333334,0.4,85.125,,,,
2025-10-20,25.0,98.0,12.1,4.2,96.16666666666667,,,,
2025-10-20,27.0,78.0,25.604166666666668,0.0,68.625,,,,
2025-10-20,27.0,80.0,25.958333333333332,0.1,73.54166666666667,,,,
2025-10-20,27.0,82.0,25.304166666666664,0.0,71.91666666666667,,,,
2025-10-20,27.0,84.0,25.53333333333333,0.0,77.125,,,,
2025-10-20,27.0,86.0,24.95,0.0,69.125,,,,
2025-10-20,27.0,88.0,14.904166666666667,2.2,79.125,,,,
2025-10-20,27.0,90.0,12.924999999999999,0.0,77.79166666666667,,,,
2025-10-20,27.0,92.0,18.425,0.0,76.875,,,,
2025-10-20,27.0,94.0,25.974999999999998,0.0,75.375,,,,
2025-10-20,27.0,96.0,18.962500000000002,0.1,78.70833333333333,,,,
2025-10-20,27.0,98.0,17.779166666666665,1.3,85.5,,,,
2025-10-20,29.0,78.0,24.474999999999998,0.0,67.70833333333333,,,,
2025-10-20,29.0,80.0,24.008333333333336,0.0,71.875,,,,
